StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
NAN,2059168384,1967236096.0,20.58057,16.561745,19.662,130.913,0.10132,0.123339996,0.055770002,0.08652,100054000.0,0.333,0.181,75513000.0,15027000.0,10137000.0,0.033,91781000.0,0.305,2609000.0,2.1,6.91,0.413,22812000.0,16461125.0,-0.001459837,8.25,4.01,7.474242,6.4192142,925080.0,733977.0,301048000.0,251714577.0
ABP,2196006656,2671477504.0,7.724285,0.8103295,9.397,15.085,0.29802,0.61555,0.03546,0.040760003,284299008.0,0.442,-0.195,239639000.0,177092000.0,84727000.0,0.132,127313000.0,0.195,1009760000.0,45.758,1.774,3.369,205396000.0,195747248.0,-0.26612902,4.075,1.955,2.8451514,2.864579,1016114.0,801881.0,804398016.0,365784674.0
AGL,7146200064,10185394176.0,0.58768094,0.88509923,0.838,5.515,0.08347,0.106000006,0.05456,0.122930005,12160000000.0,18.981,-0.154,3639000000.0,1847000064.0,1015000000.0,1.582,141000000.0,0.226,3179000064.0,39.368,1.307,12.959,2156000000.0,931625024.0,-0.421875,21.17,11.4,12.127812,13.939857,2767348.0,3158888.0,623033984.0,616875558.0
ALD,6534832640,8659549184.0,0.32587188,2.5834155,0.432,57.773,-0.01989,-0.0110599995,-0.01869,-0.14074,20053379072.0,79.782,-0.219,1918342000.0,149890000.0,-398836992.0,-1.587,18100000.0,0.072,2129200000.0,83.721,1.164,10.13,506359008.0,380330144.0,-0.22505182,35.03,18.32,28.785454,27.294394,811888.0,1533552.0,249707008.0,247929627.0
ALQ,4809787392,5696108032.0,2.7459393,4.617879,3.252,16.073,0.03568,0.15226,0.06661,0.05539,1751600000.0,3.631,-0.087,519300000.0,354400000.0,59200000.0,0.129,146700000.0,0.304,1021299968.0,97.008,1.069,2.159,256900000.0,247850000.0,0.04397905,10.75,4.36,10.063125,9.413957,986604.0,705219.0,482425984.0,471367049.0
ALU,4025894912,3946737920.0,21.287066,21.847904,20.869,57.857,0.16328,0.33299,0.13715,0.16743,189124000.0,1.445,0.028,94395000.0,68215000.0,30881000.0,0.236,93083000.0,0.711,13933000.0,7.559,1.961,1.407,56531000.0,37023876.0,-0.2160163,42.76,23.11,31.87125,34.799137,490086.0,510681.0,130966000.0,115099271.0
ALX,6070583808,7467020288.0,40.472984,1.5944585,49.783,-240.6,-0.090459995,-0.69803,-0.01316,-0.015369999,149991008.0,0.19,-0.306,368658000.0,-31035000.0,-13569000.0,-0.017,188723008.0,0.199,1661726976.0,44.2,2.304,3.97,63880000.0,-81356000.0,-0.2117061,8.54,3.51,6.2857575,6.389357,2062763.0,1382083.0,959017984.0,946401193.0
AMP,5103351296,22890192896.0,0.21660164,1.0227273,0.972,14.165,0.00119,0.065910004,0.010650001,-0.09048,23561000960.0,7.005,-0.074,5797000000.0,1616000000.0,-456000000.0,0.008,8578999808.0,2.498,26247000064.0,513.64,0.562,1.452,-9445000192.0,112310575104.0,-0.15142858,2.09,1.08,1.5924243,1.5578929,9117093.0,6261433.0,3436600064.0,3329652742.0
ANN,4729793536,4910306304.0,2.931024,3.399224,3.043,19.478,0.09835,0.13615,0.05691,0.113800004,1613699968.0,12.384,0.112,632700000.0,252100000.0,158700000.0,1.2,408900000.0,3.181,577500032.0,41.15,2.353,10.826,290900000.0,183987504.0,0.14392292,43.17,20.19,35.33788,37.786858,439564.0,382363.0,128527000.0,126807647.0
APE,3422347264,5792470016.0,0.42929462,4.459324,0.727,18.589,-0.02073,0.032,0.05014,-0.10936,7972024832.0,32.382,1.012,1054830000.0,311611008.0,-86926000.0,-0.671,292516992.0,1.125,2610114048.0,331.141,0.881,2.987,530481984.0,228066880.0,0.503386,14.72,2.5,13.499091,11.010214,564988.0,358152.0,256932992.0,146993600.0
