StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
LIC,1315176064.0,1442114304.0,10.2916975,4.5057306,11.285,59.113,0.33507,0.18145001,0.02728,0.15682,127790000.0,1.225,0.055,41012000.0,24396000.0,42818000.0,0.41,16381000.0,0.157,145784000.0,50.033,1.8,2.792,5699000.0,-2278375.0,0.3977778,13.01,4.53,12.331515,10.442429,133152.0,60012.0,104545000.0,80269477.0
MOC,167495984.0,164098016.0,0.96658695,1.8715084,0.947,11.852,0.054390002,0.07855,0.02081,0.10745,173286000.0,1.386,0.017,44004000.0,13846000.0,9425000.0,0.075,6108000.0,0.049,3759000.0,4.226,1.348,0.716,16897000.0,14246875.0,0.026819944,1.525,0.52,1.4300001,1.0643116,140911.0,141205.0,124997000.0,82767644.0
ABP,2196006656.0,2671477504.0,7.724285,0.8103295,9.397,15.085,0.29802,0.61555,0.03546,0.040760003,284299008.0,0.442,-0.195,239639000.0,177092000.0,84727000.0,0.132,127313000.0,0.195,1009760000.0,45.758,1.774,3.369,205396000.0,195747248.0,-0.26612902,4.075,1.955,2.8451514,2.864579,1016114.0,801881.0,804398016.0,365784674.0
ACU,17124800.0,22691792.0,0.46693388,0.64327484,0.619,-5.52,-0.06966,-0.12488,-0.07344,-0.10049,36675000.0,0.252,0.095,5770000.0,-4111000.0,-2555000.0,-0.018,1855000.0,0.012,7422000.0,27.939,0.833,0.171,-595000.0,-2668250.0,-0.21428573,0.16,0.05,0.12370968,0.122365944,109327.0,285876.0,155680000.0,78289880.0
AEF,786708992.0,766923968.0,15.7650795,37.837837,15.369,52.418,0.18951,0.28528,0.29106,0.49995998,49902000.0,0.455,0.252,31711000.0,14631000.0,9457000.0,0.084,21427000.0,0.191,1641000.0,7.883,2.453,0.185,8851000.0,9440250.0,0.66666675,9.07,2.04,5.585161,5.0231886,305646.0,286242.0,112387000.0,82097680.0
AFA,48358176.0,62612428.0,12.511818,10.166667,16.2,-20.146,-1.53842,-0.81501,-0.077589996,-0.98663,3865000.0,0.005,-0.94,3576000.0,-3108000.0,-5946000.0,-0.007,3833000.0,0.005,19323000.0,612.068,4.685,0.006,-1557000.0,1102875.0,-0.34408605,0.093,0.048,0.06183871,0.06095652,1048.0,3055.0,792756992.0,167402340.0
AMP,5103351296.0,22890192896.0,0.21660164,1.0227273,0.972,14.165,0.00119,0.065910004,0.010650001,-0.09048,23561000960.0,7.005,-0.074,5797000000.0,1616000000.0,-456000000.0,0.008,8578999808.0,2.498,26247000064.0,513.64,0.562,1.452,-9445000192.0,112310575104.0,-0.15142858,2.09,1.08,1.5924243,1.5578929,9117093.0,6261433.0,3436600064.0,3329652742.0
APD,187561920.0,167231904.0,7.0799456,1.4357682,6.313,12.987,0.67987,0.47992,0.05432,0.03432,26492000.0,0.09,-0.031,26595000.0,12877000.0,16825000.0,0.057,23245000.0,0.077,11202000.0,9.587,2.12,0.397,8333000.0,13003375.0,-0.116279066,0.74,0.35,0.57870966,0.55253625,174117.0,150880.0,329056000.0,104620273.0
ARA,86346480.0,57309640.0,12.953267,0.7482993,8.597,-10.236,-1.07141,-0.87624,-0.0255,-0.05025,6666000.0,0.034,-0.596,3294000.0,-5599000.0,-7142000.0,-0.036,40698000.0,0.207,5450000.0,4.482,5.212,0.588,7289000.0,6239500.0,-0.27868855,42.0,0.38,0.47225806,0.7575,17760.0,23423.0,196242000.0,50818922.0
ARG,6302380032.0,6122487296.0,29.058626,1.3346553,28.229,29.459,0.91963995,0.95779,0.022880001,0.039920002,216884992.0,0.302,-0.404,216885000.0,207834000.0,199456000.0,0.278,181228000.0,0.252,1338000.0,0.028,16.935,6.556,212651008.0,171911072.0,0.0022909641,9.11,5.44,8.514,7.892535,178616.0,139181.0,720182976.0,692231529.0
ASX,13898185728.0,12799278080.0,12.688931,3.7355604,11.686,15.657,0.45521998,0.73359,0.030669998,0.13058,1095299968.0,5.658,0.002,1058000000.0,817500032.0,498600000.0,2.576,1179500032.0,6.093,81100000.0,2.18,1.097,19.218,1335299968.0,382300000.0,-0.15101701,91.32,63.02,72.771515,80.335144,464124.0,588628.0,193595008.0,191305539.0
AU1,15246705.0,32240746.0,0.35576576,1.3076923,0.752,30.769,-0.21153,-0.07704,-0.0425,-0.87832,42856020.0,0.17,-0.043,42856020.0,1047823.0,-9065337.0,-0.036,2724142.0,0.009,19718212.0,169.818,0.34,0.039,334704.0,-2472597.0,0.01999998,0.06,0.028,0.050419353,0.0405942,59282.0,0.0,298955008.0,47850646.0
AUB,1206430592.0,1436058240.0,3.597473,2.7831159,4.282,15.944,0.14091,0.23684,0.05287,0.11505,335355008.0,4.549,0.066,156353000.0,90070000.0,47254000.0,0.639,84374000.0,1.143,261436992.0,53.153,1.168,5.828,91304000.0,72632248.0,0.23252273,18.075,9.01,16.34606,15.974714,160959.0,147126.0,74379200.0,72377077.0
AUI,1146939520.0,1211911296.0,24.649992,1.227297,26.046,26.86,0.88429,0.96957,0.022720002,0.04166,46529000.0,0.374,-0.447,46529000.0,45120000.0,41145000.0,0.331,18578000.0,0.149,85244000.0,9.135,1.33,7.488,45078000.0,35141124.0,-0.08191812,10.31,6.42,9.1591425,8.507324,42655.0,36843.0,124803000.0,60496122.0
AVJ,211240112.0,401518976.0,0.8051721,0.5371901,1.53,26.757,0.03446,0.05612,0.013730001,0.0229,262354000.0,0.646,-0.504,59437000.0,15006000.0,9041000.0,0.022,6433000.0,0.016,196712000.0,50.037,9.018,0.968,9966000.0,-18153376.0,-0.15447158,0.635,0.32,0.52387094,0.53163046,100821.0,91581.0,406231008.0,141311421.0
AVN,4615400960.0,2225388800.0,27.165398,1.1263509,13.098,18.453,0.33373,0.70924,0.035269998,0.04295,169900000.0,0.308,0.002,134900000.0,120600000.0,56700000.0,0.103,39200000.0,0.07,754800000.0,56.307,1.2,2.406,99500000.0,6475000.0,-0.062283754,3.06,1.36,2.7240624,2.4480577,606182.0,413361.0,567699968.0,336632760.0
