StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
GLH,18944234,19094460,3.0313797000,75.0000000000,3.0550000000,-162.6470000000,-.0096200000,-.0220900010,-.0136300000,,6249377,.1600000000,.1030000000,1528172,-117398,-60128,-.0020000000,666276,.0160000000,816415,303.2840000000,.4300000000,.0060000000,-141039,-749983,1.9999998000,.6000000000,.1000000000,.4464516000,.3473188300,20590,17522,42098300,6321905
GMV,32816432,,,,,,,,,,,,,-223000,,,,,,,,,,,,,.2000000000,.0320000000,.0390000000,.0499406800,1200212,0,,
GSS,271462496,240525888,19.5268670000,5.9006210000,17.3020000000,-149.0250000000,-.1500500000,-.1576000000,-.0442800000,-.0738400000,13902000,.1100000000,1.8580000000,7828000,-1614000,-2086000,-.0160000000,31176000,.2190000000,741000,1.6130000000,13.8420000000,.3220000000,-9494000,-11468000,.5767634000,2.9400000000,.9000000000,1.9041935000,2.0209057000,142083,154310,142875008,119709096
GTG,82617296,68882872,8375.6390000000,4.9999995000,6983.2590000000,-9.4200000000,.0000000000,-747.9422000000,-.4880000000,-.8249299500,9864,.0000000000,.3180000000,-241647,-7312554,-6098930,-.0010000000,14216185,.0020000000,481788,3.7020000000,10.8710000000,.0020000000,-5712098,-4750775,.0000000000,.0140000000,.0030000000,.0085483870,.0085760870,11447198,60288615,8261729792,7074599227
HLA,108849816,171665904,1.2479199000,2.4425290000,1.9680000000,22.6680000000,.0308500000,.0551599970,.0283699990,.0944699940,87225000,1.3840000000,.2070000000,22927000,7573000,2691000,.0410000000,4159000,.0660000000,54711000,94.5640000000,.6970000000,.6960000000,17333000,12750750,.3934426300,1.8000000000,.4800000000,1.4845161000,1.1542319000,144118,116326,87628600,33808636
HLS,2417271040,4051371520,1.5132533000,1.2512093000,2.5360000000,29.4220000000,-.0441300000,.0502100000,.0126600005,.0361600000,1597400064,2.5650000000,,518900000,137700000,72000000,-.1130000000,137500000,.2210000000,1771600000,91.7310000000,1.3570000000,3.1010000000,339200000,-360424992,.3287671800,4.0100000000,1.9250000000,3.8730304000,3.5339286000,2083007,739240,623008000,609607208
HMD,15003901,10913933,160.2193500000,5.2631583000,116.5450000000,-3.3110000000,.0000000000,-34.0409400000,-.5201300000,-1.1331301000,93646,.0010000000,-.5890000000,33812,-3296623,-3113109,-.0320000000,2264359,.0170000000,210058,8.5560000000,5.1700000000,.0190000000,-2500208,-1511488,-.3548387300,.2400000000,.0580000000,.1150806500,.1262210200,291308,381216,150039008,87762521
IBX,171645600,125920320,70.2117800000,34.0000000000,51.5080000000,-35.7070000000,-1.7116001000,-1.4713100000,-.4633399800,-1.3163500000,2444684,.0050000000,-.0190000000,220994,-3526501,-4184312,-.0090000000,4326926,.0060000000,744619,20.9960000000,2.6840000000,.0050000000,-2392278,-637776,5.5384617000,.2150000000,.0094280000,.1596774200,.1028550700,11547219,13639189,1009680000,629695095
ICR,18280950,14172568,68.3300400000,4.5454545000,52.9740000000,-5.6270000000,.0000000000,-9.4822600000,-.6383100000,-1.2962800000,267539,.0060000000,,-1102228,-2518676,-2554154,-.0600000000,4196935,.0580000000,144576,3.5940000000,6.6700000000,.0550000000,-1570805,-796398,-.2063492000,.5800000000,.2150000000,.2406451600,.2962319000,95220,148951,73123800,25411380
ICS,20627040,16657330,3.3940253000,3.2996635000,2.7410000000,12.4420000000,.2026600100,.2053200000,.0885100000,.1984300000,6077456,.5750000000,-.0860000000,3186581,1338831,1231670,.1160000000,4590711,.4330000000,464164,7.3690000000,1.7520000000,.5940000000,2843152,2257718,.0681198800,2.4500000000,1.4000000000,2.0530646000,1.8603623000,15830,20878,10524000,4938610
IDT,46473372,39811040,3.2799330000,2.0103092000,2.8100000000,60.0470000000,-.1354399900,-.0878699940,-.0260299980,-.0794500040,14169000,.0600000000,.2470000000,12560000,663000,-1919000,-.0080000000,6860000,.0290000000,5000,.0210000000,2.5870000000,.0970000000,-1888000,-1357125,.3448275300,.2350000000,.0800000000,.1858064500,.1763768200,199134,268561,238324992,143104407
IDX,895437952,1097907968,3.2494500000,3.8448424000,3.9840000000,19.8620000000,.0835799950,.1417800000,.0545600000,.1295600100,275566016,1.4870000000,.2220000000,99228000,55276000,23033000,.1230000000,57965000,.2980000000,277848000,121.6870000000,1.0950000000,1.1730000000,54250000,33160624,.1218906640,4.7100000000,1.7800000000,4.3134375000,4.1372660000,310929,264063,198544992,148051371
IHL,166441584,118335112,273.1107200000,39.9999960000,194.1740000000,-32.3530000000,.0000000000,-6.0616100000,-.9713200300,-2.8605201000,609429,.0010000000,,159084,-3657578,-3929284,-.0070000000,3603390,.0050000000,0,,3.9530000000,.0040000000,-3907334,-1848185,1.4427481000,.1950000000,.0290000000,.1609677400,.1007536200,4101076,5214336,1040259968,539417836
IMC,48181500,35140744,19.1305300000,6.7187500000,13.9530000000,-12.1240000000,-1.1622500000,-1.1581600000,-.2469599800,-.4505100000,2518566,.0140000000,-.3170000000,1829730,-2898486,-2927206,-.0170000000,3250468,.0180000000,61105,1.0830000000,8.5380000000,.0320000000,-3147328,-2644620,.6538462600,.9500000000,.0500000000,.2297580700,.2842210200,534918,652921,224100000,162401988
IME,52271648,38559716,5.4789844000,4.9162010000,4.0420000000,-9.2900000000,-.6495099700,-.5293600000,-.2911100000,-1.0103500000,9540390,.4440000000,.6540000000,2687493,-4150783,-6196582,-.2890000000,6293533,.2640000000,2883449,33.8040000000,2.4480000000,.3580000000,-3996575,-5171946,.1733332900,2.3500000000,.7500000000,1.7022581000,1.6864130000,52286,81731,29699800,13204033
IMM,259170000,177781824,18.8634300000,5.8823530000,12.9400000000,-13.5510000000,-.9802700000,-1.0970000000,-.2162100100,-.4669400200,13739283,.0340000000,.2340000000,-6656699,-13119090,-13468232,-.0340000000,26322048,.0540000000,9051496,27.1820000000,9.2600000000,.0680000000,-10839339,-5562063,.2307692800,45.0000000000,.1000000000,4.5051613000,1.1968659000,4241931,2475837,647924992,461162331
IMR,288764992,250101920,334.7251000000,17.6923080000,289.9080000000,-29.5230000000,.0000000000,-10.3084710000,-.4301300000,-6.9661500000,862693,.0100000000,4.0880000000,262339,-8471356,-14041456,-.1550000000,11425317,.1020000000,2787932,19.1030000000,7.9180000000,.1300000000,-9319397,-3054591,.6083916400,2.9400000000,.7500000000,2.3238710000,2.2276450000,96612,33657,125550000,82092357
IMU,497796576,440962240,120.4198700000,7.4999995000,106.6710000000,-41.1440000000,-2.5419500000,-2.5993600000,-.1399400100,-.2412800000,4133841,.0010000000,-.2970000000,4133841,-10717611,-10507999,-.0030000000,30106756,.0070000000,69336,.1160000000,11.8970000000,.0140000000,-10437765,-6389637,2.2812498000,.1400000000,.0160000000,.1052903200,.0741739100,19760341,10795274,4740919808,3631855977
IPD,123987256,100224864,21.5968060000,4.2592590000,17.4580000000,-3.9490000000,.0000000000,-4.4434800000,-.5730500000,-.9909100500,5741000,.0100000000,,4063000,-25378000,-21377000,-.0360000000,19663000,.0190000000,871000,3.1830000000,4.9810000000,.0270000000,-19218000,-16528375,.0000000000,.1850000000,.0320000000,.1243548400,.0959855100,4397577,2750204,1078150016,928797272
IVQ,34709216,31519542,,20.0000000000,,,.0000000000,.0000000000,-1.6733200000,-12.1447500000,,,.0600000000,252858,,,-.0070000000,,,,,.4620000000,.0030000000,,,.0000000000,.0600000000,.0600000000,.0600000000,.0600000000,0,0,578486976,267107098
IVX,55377900,54417148,15.9279090000,9.9999990000,15.6520000000,-72.6960000000,-.2743600000,-.2952300000,-.1085300000,-.1751700000,3476784,.0010000000,,1916474,-748558,-953894,.0000000000,618843,.0000000000,0,,2.8050000000,.0010000000,-152470,161862,-.1666666900,.0130000000,.0060000000,.0100161280,.0102971010,1446677,1994938,5537789952,2178489555
IXC,56365352,30064928,340.1589000000,2.0718234000,181.4390000000,,.0000000000,-19.6091380000,-.1047000000,-.1875100000,165703,.0030000000,,,,-3360279,-.0600000000,26300460,.3500000000,0,,13.1080000000,.3620000000,-1603393,1204,-.3243243000,2.0500000000,.5300000000,.7533871000,.8925906000,191472,116154,75153800,41139968
JHC,199099024,426317664,.4715282600,.8922156000,1.0100000000,16.9040000000,-.6917500500,.0027100000,.0005300000,-.7736900400,422241984,1.5820000000,.0670000000,81975000,25220000,-292087008,-1.0950000000,48286000,.1810000000,275767008,123.6810000000,.0960000000,.8350000000,75198000,-6297125,-.1902173800,.9750000000,.3450000000,.6707812500,.5318345400,941720,502755,267247008,204654966
JHL,8054520,10579521,1.1141956000,1.9047619000,1.4630000000,-44.0810000000,-.0737300000,-.0586500000,-.0198800000,-.1304800000,7229000,.0420000000,.0090000000,1814000,-240000,-533000,-.0030000000,1331000,.0080000000,4856000,131.2790000000,.7870000000,.0210000000,254000,-333250,.5384614500,.0670000000,.0120000000,.0414193530,.0391159430,530522,130343,201363008,51136459
KZA,114021200,105257160,115.4060750000,8.0872490000,106.5360000000,-9.4740000000,.0000000000,-12.3421110000,-.3445400000,-.8804400000,988000,.0140000000,-.4610000000,988000,-11110000,-12467000,-.1710000000,8764000,.0930000000,0,,2.1020000000,.1490000000,-8810000,-2916145,.9754098700,1.7800000000,.3700000000,1.2596774000,1.0089554000,353292,305983,94623400,62550778
LBT,30357074,21508678,,1.0294118000,,-3.6930000000,.0000000000,.0000000000,-.1022600000,-.2101800000,,,,,-5824000,-5636000,-.0240000000,7096000,.0300000000,3873000,16.0620000000,4.8430000000,.1020000000,-1855000,-1377625,-.3000000700,.2500000000,.0750000000,.1170161300,.1293659400,488637,776545,289115008,184931708
LCT,9143057,6432837,16.5128940000,3.2000003000,11.6180000000,-2.7510000000,-1.7491100000,-4.2541600000,-.3217600000,-.2760400000,553692,.0010000000,-.3250000000,553692,-2338646,-968469,-.0020000000,2964874,.0050000000,254656,8.8470000000,9.8770000000,.0050000000,-3109785,-2363464,-.1578946700,.0220000000,.0090000000,.0153870970,.0150652170,791462,217785,571441024,408226008
LGP,82912800,77591392,37.6188770000,6.5217395000,35.2040000000,-11.3270000000,.0000000000,-3.1741102000,-.4762700000,-1.6923500000,2204021,.0170000000,5.7150000000,1152970,-6850284,-9315435,-.0730000000,4273564,.0320000000,1685116,13.7040000000,2.3660000000,.0920000000,-6048567,-10529418,.7142858500,.6800000000,.1700000000,.5801613000,.4057971000,487283,649612,138188000,53973060
LSH,21900710,12095422,498.0263700000,26.0000000000,275.0520000000,-9.4960000000,.0000000000,-28.4906700000,-.5724800000,-1.6789999000,43975,.0010000000,-.9640000000,-38661,-1273801,-1810999,-.0220000000,487057,.0050000000,0,,2.8230000000,.0050000000,-1419630,-831981,2.8235290000,.1400000000,.0170000000,.0955806450,.0635312700,253904,306611,168467008,50217643
M7T,336820320,263676224,17.8522500000,5.8333330000,13.9750000000,230.5180000000,.0089700000,-.0434200020,-.0128999995,.0053000000,18867108,.1110000000,.6780000000,6252519,1143844,169293,.0010000000,48874208,.2250000000,320479,.5990000000,8.1840000000,.2460000000,4748411,4872126,.7826086000,1.5900000000,.3700000000,1.2609677000,1.0912501000,663170,1299792,234718000,194011212
MDC,81106040,71198608,28.4742950000,6.9047620000,24.9960000000,-5.5840000000,.0000000000,-4.6928800000,-.4397900000,-1.0277600000,2848395,.0130000000,-.8610000000,-851482,-12749400,-13399374,-.0590000000,9063044,.0340000000,2333820,20.7350000000,3.2590000000,.0420000000,-10422420,-5763398,-.0793650750,.4200000000,.1250000000,.2708064600,.2009239200,379365,499729,279676000,158263415
MDR,136601248,83186824,14.2253760000,5.5882350000,8.6630000000,-8.6220000000,-.9981600000,-1.0178100000,-.3697000000,-.7620800000,9602646,.0410000000,.1840000000,-2387611,-9648137,-9584995,-.0410000000,12345164,.0500000000,1420775,8.3470000000,4.8360000000,.0680000000,-8680547,-6039937,-.1739130600,.6750000000,.2800000000,.3645161400,.4157091000,431191,622712,359476992,156818911
MEB,12128940,11393365,13.1085560000,.7499999400,12.3140000000,-3.2640000000,.0000000000,-3.9336998000,-.1665500100,-.3650800000,925269,.0010000000,-.7990000000,720581,-3490865,-3872404,-.0040000000,812503,.0010000000,76905,.6100000000,.6140000000,.0120000000,-3588818,-3735007,.0000000000,.0170000000,.0050000000,.0091290325,.0108623190,9044112,6088739,1347660032,1021851666
MEM,75477400,74543816,,7.6923075000,,-61.7900000000,.0000000000,.0000000000,-.0869699940,-.1432800000,,,,,-1206397,-1133879,-.0020000000,1967800,.0030000000,1064230,10.9090000000,6.0630000000,.0130000000,92810,-3993212,1.1276598000,.1600000000,.0330000000,.1133225800,.1149565200,829670,1354510,754774016,420868164
MGZ,2706000,3554532,4.3383460000,,5.6990000000,-10.2960000000,.4242200000,-.5538100000,-3.1892898000,,623740,.0040000000,,-150000,-345231,264600,.0020000000,1336,.0000000000,106508,,.1250000000,-.0020000000,-154018,-26247,.0000000000,.0200000000,.0200000000,.0200000000,.0200000000,0,0,172468000,60550078
MMJ,27617878,-14691522,-.6647702000,.6250000000,.3540000000,.3410000000,.0000000000,1.0380300000,-.3815599700,-.6171900000,-41545000,-.1830000000,,-41545000,-43115000,-40082000,-.1770000000,42286000,.1840000000,0,,259.7610000000,.1920000000,-24444000,-33363124,.0000000000,.2400000000,.1100000000,.2400000000,.2400000000,0,0,229954000,190091462
MSB,1398457088,1387092480,85.2042300000,2.5897715000,84.5120000000,-13.1940000000,.0000000000,-6.5429200000,-.0982400000,-.1913900000,16413000,.0300000000,-.9230000000,6847000,-105132000,-97000000,-.1760000000,108123000,.1850000000,101023000,18.7600000000,1.3200000000,.9190000000,-68974000,-44639568,-.1959459200,5.7000000000,1.0200000000,2.5796876000,3.7244604000,6642453,2750400,587587008,468483800
MVF,294174432,338989312,2.0229714000,1.1778471000,2.3310000000,13.1200000000,.0806400000,.1538500000,.0437599980,.0552700000,145416992,.5650000000,-.0860000000,50925000,25838000,11726000,.0450000000,15072000,.0390000000,57573000,22.8350000000,.8100000000,.6410000000,31079000,21080720,-.2335025700,1.0400000000,.3800000000,.7512121000,.6540357000,826024,472790,389635008,360038178
MVP,433771328,421583264,19.2487830000,10.0151510000,18.7080000000,113.9720000000,.0168200000,.1083200000,.0180000000,.0086199995,22535000,.3440000000,.0250000000,14992000,3699000,379000,.0060000000,15544000,.2370000000,3356000,7.7440000000,3.1600000000,.6600000000,172000,-5948750,-.3890942300,11.7800000000,3.7600000000,6.6959376000,6.0915830000,146550,105739,65623500,53200964
MX1,132997240,126403104,31.2861060000,8.8095240000,29.7350000000,-10.7530000000,-2.3681500000,-2.9433100000,-.3589500200,-1.6885300000,4251000,.0180000000,2.5020000000,-1763000,-11755000,-10067000,-.0430000000,18318000,.0510000000,12569000,84.3440000000,2.9050000000,.0420000000,-9456000,-10678000,1.6428571000,.4200000000,.1050000000,.3669355000,.2535326200,625943,151434,359452000,279958867
MXC,46491384,42431724,22.3605600000,13.0000000000,20.4080000000,-3.8700000000,.0000000000,-5.4280300000,-.6741500000,-2.7021399000,2079169,.0020000000,,174665,-10964842,-18762662,-.0140000000,1873373,.0010000000,1899224,61.3770000000,1.0880000000,.0020000000,-9956867,-6021813,-.1875000000,.0430000000,.0150000000,.0263548400,.0242536240,11729593,6900798,1788130048,1431878305
MYX,528907040,797419456,1.1573838000,.5097087600,1.7450000000,12.7430000000,-.2030500000,-.0293300000,-.0048400000,-.0919700000,456984992,.2990000000,-.0840000000,211515000,62576000,-92789000,-.0610000000,137784992,.0820000000,401532000,38.5230000000,2.2390000000,.6180000000,99777000,68456248,-.3152174400,.4775000000,.1950000000,.3491935400,.3522101300,1849681,1571874,1679069952,1360700023
PNV,1738661504,1736995712,78.3421200000,73.0555650000,78.2670000000,-489.0390000000,-.1889600000,-.1822800000,-.0765199960,-.1680500000,22193190,.0340000000,.4340000000,18136971,-3551856,-4193738,-.0060000000,11697701,.0180000000,10031800,42.1290000000,2.0350000000,.0360000000,-427323,-8438977,-.0706713200,4.0800000000,1.2750000000,3.3318183000,2.7042856000,3248210,2048560,661088000,585657898
NEU,152302352,120546096,279.4538600000,14.2307690000,221.1850000000,-14.3000000000,.0000000000,-15.4752290000,-.3793200000,-.5946400000,545000,.0050000000,-.8190000000,-9363000,-8430000,-7692000,-.0770000000,9172000,.0920000000,0,,16.1080000000,.0910000000,-8966000,-5682250,-.5256411000,3.0400000000,.9650000000,1.3533871000,1.2375000000,145276,177058,117608000,52918973
NOX,148174688,146102112,17.7832640000,11.5833330000,17.5350000000,-18.5680000000,-.0326500000,-.9642200000,-.4121300000,-.1750200100,8332255,.0600000000,8.3970000000,8332255,-7868362,-272093,-.0020000000,7100202,.0330000000,5000110,38.8430000000,1.8440000000,.0600000000,-11137958,-10610775,2.1590910000,.7500000000,.0950000000,.5277419700,.4507608700,1040805,2309481,256491008,145822438
NSB,19426044,13565834,254.6909600000,4.5744680000,177.8590000000,-4.7030000000,.0000000000,-38.5639000000,-.4149300000,-.6586699500,76273,.0010000000,-.3610000000,-31906,-2884723,-2868528,-.0370000000,3286852,.0420000000,0,,37.3420000000,.0470000000,-2281227,-1255583,.2647059000,.3800000000,.1050000000,.2516129000,.2659782500,179720,305433,90353696,43270642
NTI,25807658,11425262,321.2265000000,,142.2100000000,-8.8600000000,.0000000000,-16.0754800000,-2.2008000000,,80341,.0010000000,-.1450000000,25447,-1289500,-1713439,-.0110000000,12358,.0000000000,54201,,.1110000000,-.0030000000,-682831,-308361,4.1111110000,.0660000000,.0030000000,.0474838730,.0253949280,6238396,2125627,561036032,158764049
NXS,238867216,210981168,86.2495960000,17.5714280000,76.1810000000,-16.5580000000,.0000000000,-4.6675600000,-.3653200300,-.6732600000,2769488,.0150000000,-.5510000000,3510320,-12742063,-12506723,-.0690000000,11907362,.0660000000,385616,3.0280000000,7.2460000000,.0700000000,-10021915,-6608023,-.5176470000,2.7000000000,1.0000000000,1.2116129000,1.2514492000,164384,306111,194200992,70052239
NYR,42693688,37855804,37.9359860000,7.6470585000,33.6370000000,-6.7220000000,.0000000000,-5.0055500000,-.9502400000,-20.1829200000,1125414,.0180000000,1.3140000000,-274585,-5631828,-5773667,-.0950000000,5146169,.0470000000,342322,6.1940000000,8.4050000000,.0510000000,-4410623,-2413682,.9499999000,.4600000000,.1100000000,.3024193600,.2280072400,356582,461965,109471000,32482590
OCA,919336384,897371840,,2.3880599000,,,-.0182500000,.0000000000,-.0040800000,-.0058399998,,,.0720000000,64051000,,,.0870000000,,,,51.2400000000,.1050000000,.6030000000,,,.2307692800,1.4400000000,.5700000000,1.3451613000,1.1430073000,4393,3405,623174976,577527314
OCC,92490928,70604880,128.5447800000,4.3362830000,98.1270000000,-7.9230000000,.0000000000,-12.7472800000,-.3118200000,-.3889600000,719523,.0040000000,-.1990000000,214149,-8911447,-6151029,-.0360000000,20441616,.1110000000,500888,2.3960000000,11.1820000000,.1130000000,-5256871,-4944510,-.0199999800,.6450000000,.1800000000,.4780645000,.4101268000,982770,882611,188756992,150024835
ONE,9159570,7253470,,.1235294100,,,-2.1159900000,.0000000000,-.4224700000,-1.5027299000,,,-.1510000000,4259516,,,-.4120000000,,,,88.2760000000,1.0410000000,.3400000000,,,-.7200000000,.1550000000,.0320000000,.0463871000,.0487608700,289350,318416,392512992,54473559
ONT,148936624,182453904,3.7419380000,4.0241795000,4.5840000000,14.7820000000,.1795100000,.2489200100,.0941600050,.1759499900,39802000,1.6810000000,-.1420000000,19924000,12342605,7145000,.3020000000,6940000,.2930000000,23882000,58.0600000000,1.0870000000,1.7370000000,12584000,12105753,.1077654360,7.1500000000,4.6900000000,6.9083870000,6.4621015000,3277,4756,21307100,5747691
OPL,5164880,4349959,8.3199440000,7.0000000000,7.0070000000,-4.8730000000,-1.4914200000,-1.4394600000,-.8823500000,-5.8529400000,620783,.0170000000,-.2920000000,-181782,-892744,-925847,-.0250000000,800088,.0220000000,0,,4.0130000000,.0200000000,-1028992,-747965,.0769231300,.3400000000,.0400000000,.1608064500,.1494855100,81838,139087,36892000,27884561
OPT,648314880,455027616,4334.3800000000,7.9668050000,3042.1370000000,-17.9420000000,.0000000000,-169.7016600000,-.2896300000,-.3446200200,149575,.0010000000,.0020000000,-393700,-25360860,-16529281,-.0630000000,62020384,.2300000000,265076,.4090000000,10.3080000000,.2410000000,-8782268,-8330267,-.4385965000,3.6000000000,1.1650000000,1.9900000000,2.3808572000,730272,263998,337664000,163911698
