StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
CLW,2639881728,3071244544,11.1811070000,1.0337883000,13.0080000000,,.5184800000,.7772300000,.0459500000,.0698000000,236102000,.5490000000,1.0250000000,199994000,,122415000,.2850000000,38425000,.0790000000,849974016,38.8840000000,1.1780000000,4.4690000000,116540000,100167376,-.1823009300,5.9700000000,3.5200000000,4.5866666000,4.8397140000,2024405,1551489,571403008,487262775
CMW,6360452096,6651926016,13.3286920000,32.3999980000,13.9390000000,25.7030000000,.3795000000,.5318500400,.0365200000,.0759000000,477200000,.1840000000,.1770000000,312100000,258800000,181100000,.0690000000,194100000,.0740000000,2205199872,85.1760000000,1.7970000000,.0250000000,201200000,285524992,-.3305785000,1.2400000000,.6750000000,.8665151600,.8912500000,3451548,3368638,2617469952,2117601788
CNU,3498631936,3498148608,,3.3389900000,,,.0542200000,.0000000000,.0283100000,.0545600000,,,-.0040000000,657000000,,,.1140000000,,,,345.4150000000,.2200000000,2.3570000000,,,.2714054600,8.7800000000,5.4000000000,7.4521875000,7.6561150000,571214,469643,444492000,443807043
CPU,7772445696,9392736256,3.4083588000,4.8927474000,4.1190000000,16.9730000000,.1020199950,.1712200000,.0504500000,.1470900000,2280407040,4.2120000000,-.0610000000,426205000,553395968,232656992,.4300000000,613219968,1.1340000000,2231888896,140.3420000000,1.3980000000,2.9370000000,608804992,377705504,-.1994429200,18.3900000000,8.2700000000,14.4812130000,13.5265000000,1161048,1229619,540880000,502287834
CQR,2032564224,2833564160,8.1925200000,.9488272700,11.4210000000,,.1781500000,.6698900000,.0345200000,.0224200000,248100000,.5310000000,.1800000000,169500000,,44200000,.0950000000,80500000,.1410000000,881500032,41.1510000000,1.0640000000,3.7520000000,132900000,135512496,-.2425531700,5.0600000000,2.6800000000,3.6448483000,3.5343570000,1228108,990127,570945024,569078000
CSR,2557968384,2659167232,1.1964865000,2.2579262000,1.2440000000,11.7870000000,.0538800000,.0766200050,.0479600000,.1049100000,2137900032,4.3840000000,-.0650000000,671000000,225600000,115200000,.2360000000,153100000,.3150000000,185800000,15.4640000000,1.8220000000,2.3340000000,251400000,94224128,.1025104500,5.5400000000,2.7500000000,5.2428126000,4.4614387000,1725396,1202415,485383008,480892985
CTD,2271492864,1794371840,7.1799980000,3.3683999000,5.6720000000,121.3320000000,-.0258700000,-.0091200000,-.0020400000,-.0184700000,316364000,2.9060000000,-.6020000000,102377000,14789000,-8185000,-.0750000000,92843000,.8520000000,53095000,9.5140000000,1.2160000000,4.9430000000,79249000,56280376,-.0485714670,21.7600000000,4.3550000000,17.1284370000,15.9491480000,505862,312435,136426000,87061239
CWN,6500717056,7346219520,2.9057380000,1.3673266000,3.2840000000,14.4810000000,.0355400000,.1069200040,.0202000000,.0166300000,2237199872,3.3040000000,-.5140000000,313700000,507300000,79500000,.1170000000,286900000,.4240000000,1132400000,23.8180000000,.6820000000,7.0210000000,326900000,-452375008,-.1659426700,11.9800000000,5.8400000000,9.8930300000,9.3465720000,1463676,950205,677158016,357627598
CWY,4568427008,5546357760,1.9589326000,1.7745802000,2.3780000000,14.0380000000,.0484100020,.0833600000,.0281300000,.0440900000,2332100096,1.1370000000,.0010000000,596800000,395100000,112900000,.0550000000,79800000,.0390000000,1065400000,41.4390000000,.9050000000,1.2510000000,401500000,206475008,.1269035300,2.6650000000,1.3950000000,2.3912122000,2.3050714000,5876727,8379765,2057849984,2046037143
DHG,2915477248,3076162816,10.9618010000,3.2297735000,11.5660000000,57.0450000000,-.8560300000,.1660800000,.0200600010,-.2151000000,265967008,.4560000000,-.2030000000,161420000,53925000,-227676000,-.3900000000,65497000,.1120000000,220348992,24.2600000000,1.4390000000,1.5450000000,87817000,53980752,.3201058000,5.0850000000,1.6750000000,4.5178790000,4.0259285000,839360,925833,584264000,237853748
DMP,7961883136,9166968832,4.1788936000,20.1754000000,4.8110000000,35.6550000000,.0726800040,.1097900000,.0668800000,.3866000000,1905261056,22.1420000000,.3630000000,639756000,257099008,138483008,1.6080000000,245678000,2.8490000000,1476999040,375.4700000000,.9750000000,4.5610000000,311409984,147865744,.7034430500,98.0400000000,41.6600000000,87.0042400000,82.2715700000,244073,152827,86523400,57921947
DOW,3125530624,5608349696,.2452800900,1.3305827000,.4400000000,10.3970000000,-.0117900000,.0159400000,.0152100000,-.0550800000,12742700032,21.5140000000,-.0390000000,1352900000,539400000,-157700000,-.2660000000,607500032,1.0250000000,2835899904,108.2200000000,1.0720000000,3.8780000000,178800000,-105912496,-.2882759000,7.5800000000,2.5850000000,5.4124240000,4.7931520000,2264844,1304935,789865984,586972750
DXS,9812430848,14716931072,6.5917172000,.8118580600,9.8860000000,15.1940000000,.6603500000,.6477900000,.0353000000,.0824200000,1488600064,1.3590000000,-.2040000000,1067900000,968600000,983000000,.8860000000,31800000,.0290000000,4917000192,40.6020000000,1.1790000000,11.0980000000,729900032,-140484784,-.2860538400,13.5100000000,8.0300000000,9.3096880000,9.1343890000,3457927,2778652,1089059968,1086106249
EBO,4352490496,4900527616,.4965456000,3.2913737000,.5590000000,16.5610000000,.0185400000,.0296700000,.0467900000,.1266700000,8765540352,54.2570000000,.2780000000,917808000,295916000,162518000,1.0060000000,244778000,1.5080000000,821244992,62.6490000000,1.1430000000,8.1030000000,229192000,178304752,.1800885200,29.2600000000,18.8000000000,26.7083870000,23.4402180000,3571,2207,162876992,129540533
EVN,8082009088,8294479872,4.1619873000,3.2710927000,4.2710000000,8.1590000000,.1552900100,.3025100000,.1084800000,.1238300060,1941863040,1.1410000000,.3850000000,656513000,1016644992,301552000,.1760000000,372592000,.2190000000,605193984,24.5630000000,2.0340000000,1.4460000000,1005324032,394114368,.2382199800,6.5850000000,3.2850000000,4.8531250000,5.5484890000,8441633,8529239,1708669952,1587559353
FBU,4786959360,4738470400,,1.7400483000,,,-.0268199980,.0000000000,.0116000000,-.0477400000,,,-.1880000000,1813000000,,,-.1750000000,,,,99.3490000000,1.6030000000,3.3160000000,,,.0866290300,6.0900000000,2.8200000000,5.5434375000,4.2912950000,1707808,979103,824256000,817168529
FLT,2804426240,2004350208,1.4775030000,2.0111413000,1.0560000000,-3.0780000000,-.3488600300,-.3819400000,-.1209500060,-.4637400000,1898084992,15.8260000000,-.7790000000,300986000,-651230976,-662166016,-5.5210000000,1787628032,8.9840000000,990299008,71.0820000000,1.3130000000,7.0010000000,5654000,331648000,-.6352331600,41.0300000000,8.5600000000,15.5839400000,13.9825000000,3256435,2144933,199178000,149441303
GNE,3796920576,3772495872,,2.7306828000,,,.0177500000,.0000000000,.0196600000,.0218300000,,,-.0620000000,355600000,,,.0140000000,,,,66.0640000000,1.4590000000,1.3330000000,,,.2551723700,3.6900000000,1.8900000000,3.4287097000,2.9721740000,28675,29881,1037390016,501731604
GOZ,2471024128,3991761408,8.6008500000,.8750341500,13.8940000000,17.9810000000,.9470899700,.7720200400,.0321700000,.1013599900,287300000,.3730000000,.0550000000,225840000,222000000,272100000,.3530000000,42700000,.0550000000,1564600064,55.4310000000,.4220000000,3.6570000000,181200000,89378504,-.2626728400,4.4700000000,2.2600000000,3.4078789000,3.4202857000,748014,550482,772195008,279974217
GPT,8415057920,13041354752,11.0739010000,.7802059000,17.1620000000,29.1490000000,.0109200000,.5836299700,.0182900000,.0007600000,759900032,.3900000000,-.0990000000,474600000,447400000,8300000,.0040000000,68100000,.0350000000,4694400000,43.5260000000,.8950000000,5.5370000000,546700032,-77662496,-.2799999700,6.3900000000,2.8200000000,4.4862500000,4.2276260000,5301989,3903852,1947929984,1933358805
HLS,2417271040,4051371520,1.5132533000,1.2512093000,2.5360000000,29.4220000000,-.0441300000,.0502100000,.0126600005,.0361600000,1597400064,2.5650000000,,518900000,137700000,72000000,-.1130000000,137500000,.2210000000,1771600000,91.7310000000,1.3570000000,3.1010000000,339200000,-360424992,.3287671800,4.0100000000,1.9250000000,3.8730304000,3.5339286000,2083007,739240,623008000,609607208
HVN,6653693440,7812154368,2.8993227000,1.9305857000,3.4040000000,9.9490000000,.2093899800,.3126100000,.0843800000,.1456200000,2294913024,1.8710000000,-.0030000000,739642000,785206016,480540992,.3910000000,343432000,.2760000000,1470928000,42.3000000000,1.6530000000,2.7660000000,1056963968,873738880,.2535210800,5.5500000000,2.3250000000,4.9669695000,4.5040000000,3172048,2881776,1246009984,315239683
IEL,6396161024,6218637824,10.8943890000,16.2288130000,10.5920000000,55.8070000000,.1156099960,.1742700000,.1193700060,.2479900000,587105984,2.2610000000,-.2920000000,177486000,111432000,67873000,.2610000000,307088992,1.1060000000,144394000,36.7490000000,2.5200000000,1.4160000000,78602000,98987752,.3860072000,25.7600000000,9.9000000000,20.4328120000,19.3234540000,767813,595546,278336000,165515448
IFL,2028364928,1293701632,1.7352321000,.6267577000,1.1070000000,6.2490000000,.1257200000,.1251100000,.0229500010,.0344900000,1168930048,3.3390000000,,313581000,207038000,57188000,.4190000000,370990016,1.0590000000,572252032,32.8260000000,1.2430000000,4.9780000000,145432000,156931632,-.5948052400,7.7550000000,2.7200000000,3.5978124000,3.7188610000,3190540,4187589,650116992,323846676
IFT,4860143616,4916077056,,2.9969149000,,,.1862500000,.0000000000,-.0014200001,.1439800000,,,-.1750000000,1281900000,,,.0970000000,,,,96.6240000000,1.4860000000,2.2690000000,,,.3178295000,7.3800000000,3.1500000000,6.8811290000,5.3352900000,92704,32958,722953024,707907891
IGO,4861660160,3519872768,5.5436068000,1.8064153000,4.0140000000,8.7720000000,.1244699950,.1915300000,.0402400000,.0479700000,876985024,1.4700000000,-.0250000000,604369000,401268000,109162000,.1820000000,1300375040,1.7460000000,37654000,1.4220000000,19.9910000000,3.5540000000,393832992,132568624,.1068965200,7.7600000000,3.2700000000,6.7306060000,5.1523833000,3846874,3482792,757267968,654425709
ILU,2726866432,2694078208,2.1994405000,3.4640172000,2.1730000000,3.5960000000,-.2451199900,.3256999900,.1175300000,-.3298199800,1239800064,2.9360000000,-.1320000000,778100000,749200000,-303900000,-.7200000000,150300000,.3560000000,116800000,14.8050000000,1.8540000000,1.8620000000,360400000,645762496,-.3086816700,10.5800000000,4.8800000000,6.5227275000,7.7598570000,2406739,2135923,422769984,419519325
IPL,5127487488,6611074048,1.2882811000,.9854424000,1.6610000000,10.7110000000,.0310000000,.0775400000,.0206600000,.0249500000,3980100096,2.2950000000,-.0420000000,1770200000,617200000,123400000,.0710000000,634400000,.3270000000,2118000000,40.7050000000,1.1510000000,2.6790000000,545100032,238862496,-.1645569800,3.2350000000,1.5650000000,2.4387880000,2.1910357000,6668825,8117499,1942230016,1940069159
JBH,5947492864,6437612032,.7510503500,5.3787010000,.8130000000,11.9860000000,.0381700000,.0610100000,.1055799950,.2812300000,7918900224,68.9200000000,.2070000000,1694100000,537100032,302300000,2.6070000000,251500000,2.1890000000,741600000,67.0710000000,.9260000000,9.6250000000,981299968,880587520,.3017349200,55.2500000000,20.7900000000,49.7354550000,47.9597850000,484840,363340,114883000,113371507
JHG,7690802688,6610780160,3.4294136000,1.6452891000,2.9480000000,10.2560000000,.0387000000,.2630400000,.0550600000,.0218400000,2242599936,12.3730000000,.0610000000,1405600000,644600000,83800000,.4620000000,1375699968,7.6960000000,453500000,9.8180000000,2.8650000000,25.2600000000,632499968,464862496,.0959916100,45.2500000000,20.6800000000,42.7551600000,35.3700700000,161816,104707,181406000,126887754
LLC,8262880256,10071053312,.6982322300,1.1893445000,.8510000000,-22.9410000000,-.0261900000,-.0521400000,-.0220799990,-.0514699970,11834000384,19.7560000000,-.3080000000,1849600000,-439000000,-342000000,-.5180000000,1111000064,1.6240000000,2939000064,42.3980000000,1.0570000000,10.0980000000,137000000,-1471000064,-.3226170000,19.4500000000,9.3400000000,12.9181250000,12.5280570000,1631495,1262842,688268032,682235312
LNK,2557075456,3538378752,2.0782456000,1.3266723000,2.8760000000,23.3000000000,-.0942700000,.0711200000,.0115699990,-.0560099970,1230401024,2.3140000000,-.1200000000,624492000,151864992,-115996000,-.2180000000,264092000,.4980000000,1262897024,65.9380000000,1.1910000000,3.6030000000,189608000,94141000,-.2600619200,6.6500000000,2.6400000000,5.0512500000,4.5758270000,2845033,2533593,534952992,509629298
LYC,4307157504,3442447104,14.1166900000,6.4507427000,11.2830000000,2208.1120000000,-.0635700000,-.0443300000,-.0093200000,-.0368100000,305111008,.4400000000,-.3200000000,47771000,1559000,-19395000,-.0280000000,101731000,.1450000000,201959008,38.9590000000,1.8830000000,.7410000000,32071000,14334500,1.2441313000,5.6900000000,1.0350000000,4.3600000000,3.1499686000,8204374,11375877,901078976,678239722
MCY,9062887424,9168285696,,4.0738500000,,,.1170800000,.0000000000,.0261800010,.0569000020,,,-.0890000000,494000000,,,.1170000000,,,,37.9250000000,.5410000000,1.6520000000,,,.3541247800,7.1700000000,3.6600000000,6.4106450000,5.2923190000,12021,14553,1362300032,628919849
MFG,8802328576,8314642944,12.6695595000,8.3513420000,11.9680000000,14.4240000000,.5702899700,.8225599500,.3712500000,.4452000000,694761984,3.8270000000,-.0230000000,620862000,576425984,396214016,2.1830000000,437512992,2.4000000000,17288000,1.6530000000,9.8300000000,5.7380000000,398032992,357960256,-.2722855200,74.9100000000,30.1000000000,51.6515160000,57.9421420000,548045,542430,183688000,129007003
MGG,2253382400,,,,,,,,,,,,,140002000,,,,,,,,,,,,,2.1800000000,1.1150000000,1.8250000000,1.8349619000,1326873,2151696,,
MGR,9371393024,13597599744,4.1706243000,.9260701000,6.0510000000,18.5250000000,.2483300000,.2981800000,.0280800010,.0562099960,2247000064,.5710000000,-.1490000000,1049000000,734000000,558000000,.1420000000,324000000,.0820000000,4506999808,44.3690000000,1.4420000000,2.5700000000,455000000,200375008,-.3081395000,3.5250000000,1.6500000000,2.6000000000,2.3409352000,11644937,8279755,3937560064,3925433264
MIN,6478341120,6249641472,3.0490615000,2.8480225000,2.9410000000,9.9530000000,.4724000000,.1994599800,.0679800000,.5453000000,2124700032,11.2820000000,.1890000000,1787600000,627900032,1003699968,5.3300000000,1521799936,8.1050000000,1290700032,56.2250000000,2.0490000000,12.0610000000,594600000,1104674944,1.0919609000,41.1900000000,12.1100000000,37.0654530000,29.7057860000,893814,534325,188598000,162382672
MLT,3248319744,3188600832,34.2216570000,1.1469959000,33.5930000000,35.3380000000,.8962500000,.9501999600,.0172399990,.0297799990,94920000,.1410000000,-.4240000000,126787000,90231000,85072000,.1270000000,59718000,.0890000000,0,,44.0310000000,4.2110000000,89168000,52747624,-.0359281900,5.0900000000,3.0500000000,4.8220000000,4.4194365000,173016,150988,672529984,569679799
MP1,2086232064,1921054720,35.9447300000,9.7469260000,33.0990000000,-57.5480000000,-.8209899700,-.7615800000,-.1472999900,-.2953900000,58040000,.4080000000,.6190000000,29518000,-33382000,-47650000,-.3350000000,167210000,1.0900000000,21243000,10.0190000000,7.5040000000,1.3830000000,-20570000,-35331876,.2412523000,17.6700000000,6.1100000000,13.5565620000,14.4297840000,730751,607340,154764992,133079087
MPL,8041679872,5284789248,1.1861935000,4.4309564000,.7800000000,11.1070000000,.0464600000,.0669100000,.0766800050,.1683500000,6779400192,2.4620000000,-.0330000000,1292800000,475800000,315600000,.1140000000,2866099968,1.0410000000,109200000,6.0200000000,1.7680000000,.6590000000,572400000,804216384,-.0426229240,3.1300000000,2.4500000000,2.9651515000,2.8021429000,6595607,5562281,2753999872,2738718522
MTS,3496471296,4204801536,.2534538000,2.5889478000,.3050000000,11.1090000000,.0159400000,.0251600000,.0461700000,.1846600000,13795300352,14.2370000000,.1220000000,1290500000,378500000,219900000,.2270000000,173200000,.1690000000,856899968,62.5890000000,1.1400000000,1.3210000000,343600000,262000000,.3307393800,3.6200000000,2.1700000000,3.4493940000,3.0731428000,4094799,3255045,1022360000,1024148582
NHF,2523556352,1795829376,1.0020874000,4.1472580000,.7130000000,11.7300000000,.0357800000,.0557499970,.0542200000,.1454899900,2518299904,5.5210000000,-.0210000000,394500000,153100000,90100000,.1980000000,1035400000,2.2720000000,315500000,52.0280000000,1.5960000000,1.3310000000,211600000,183519680,.0375939600,6.1600000000,3.3350000000,5.7900000000,4.8509290000,1104972,1007665,457166016,448711333
NIC,3168937728,2791611904,6.7121680000,4.4839860000,5.9130000000,14.5500000000,.2393600000,.3368500200,,,472118336,.2890000000,,199703482,191869600,113008752,.0690000000,91255000,.0430000000,55000000,7.3870000000,3.5190000000,.2810000000,76418648,,1.1538463000,1.4200000000,.3000000000,1.2006061000,.8806539000,7529057,7894381,2515030016,1140597565
NST,9521361920,9652641792,4.8291270000,4.4371550000,4.8960000000,13.0190000000,.1310200100,.2078700000,.0939100000,.1585500000,1971652992,2.8470000000,.4910000000,524088000,741422016,258327008,.3720000000,677260032,.9140000000,811062016,37.8340000000,1.7410000000,2.8960000000,710441984,119327376,-.0046474934,17.0300000000,8.8500000000,12.8987500000,14.1836690000,4335675,4282032,740961984,734321041
NWL,4102615808,4020984576,33.1096420000,53.9375040000,32.4510000000,62.1330000000,.3523600000,.5073500000,.4065000000,.6242800400,123910000,.5210000000,,82332000,64716000,43661000,.1840000000,86702000,.3650000000,5071000,6.6700000000,3.2570000000,.3200000000,59412000,52407624,1.1987262000,18.7100000000,4.8000000000,16.1736350000,15.4523570000,392613,417979,237695008,60441084
NXT,5297314304,5260670976,26.3839380000,3.1351352000,26.2010000000,53.8950000000,-.2249900100,.1691500100,.0094599990,-.0353100000,200778000,.5600000000,.2310000000,128711000,97609000,-45174000,-.1260000000,892939008,1.9620000000,875070976,51.9800000000,2.5240000000,3.7000000000,53944000,-353308384,.5446071600,14.1000000000,6.4400000000,11.9627280000,12.0827140000,1835179,1238896,456664992,449444842
ORA,2423061248,2992916480,.6794519000,2.3457942000,.8390000000,9.6800000000,.0672700000,.0629000000,.0436800000,.0206200000,3566200064,3.6990000000,-.2950000000,653500000,309200000,27600000,.2470000000,107300000,.1110000000,678800000,65.7750000000,1.2920000000,1.0700000000,18900000,130925000,-.2031746500,3.5187500000,2.1900000000,2.6245456000,2.5248570000,2719255,1981035,932729024,961717216
ORG,8348134912,13745910784,.6319557000,.6571468000,1.0410000000,40.4290000000,.0062800003,.0035600000,.0011600000,.0066500003,13210000384,7.5070000000,-.0870000000,2448000000,340000000,83000000,.0470000000,1706000000,.9700000000,7097999872,55.8850000000,1.0060000000,7.2130000000,951000000,63875000,-.4007585600,8.2300000000,3.7500000000,4.9625000000,4.9859715000,5965726,6187882,1761209984,1751933047
ORI,6193713664,8361710592,1.1002245000,1.9743822000,1.4850000000,10.5680000000,.0299000000,.0940600040,.0420100000,.0571500030,5629499904,14.2300000000,-.1040000000,2526400000,791200000,168300000,.4240000000,920499968,2.2680000000,3039699968,95.4080000000,1.2280000000,7.7290000000,277400000,-338875008,-.3057325000,22.8950000000,13.2500000000,15.3293940000,16.4025700000,1085566,971445,405879008,403370484
OSH,8062057984,10793249792,5.6242104000,1.4338506000,7.5300000000,12.8270000000,-.0807100000,.3208499800,.0246600000,-.0214200000,1433456000,.8680000000,-.1950000000,751038000,841432000,-115690000,-.0700000000,831438976,.4000000000,3562628096,63.3540000000,1.0110000000,2.7060000000,650534016,-768498112,-.4226190000,6.8600000000,1.8550000000,3.9687880000,3.3130715000,9224638,5819624,2077849984,1865348877
OZL,6178614272,6292710912,4.8900785000,2.0101316000,4.9800000000,15.3410000000,.1581299900,.2208900000,.0460900030,.0677600000,1263500032,3.9010000000,.3730000000,461500000,410200000,199800000,.6170000000,114500000,.3530000000,361100000,12.0050000000,1.4170000000,9.2780000000,560099968,-213275008,.9187242000,21.2300000000,5.8300000000,19.5654540000,15.9417140000,1411096,1280799,331292992,316333159
PBH,3208198400,2255867392,42.6773000000,13.4685070000,30.0090000000,-52.5250000000,-.5515700000,-.5963300000,-.1803400000,-.3295600000,75173416,.5420000000,2.5250000000,38249551,-42948684,-41463388,-.2990000000,144338944,.9420000000,9043461,5.1060000000,5.5230000000,1.1590000000,-30323008,-35032676,2.0019230000,16.4900000000,1.1000000000,13.0750000000,10.6852170000,1100122,1137243,205522000,102024996
PDL,2002140800,1662561920,4.2866063000,2.0423000000,3.5600000000,10.3380000000,.2491799900,.3301900000,.0875100050,.1288600000,467068992,1.5960000000,-.1000000000,230982000,160828000,116386000,.3860000000,207484992,.7010000000,40560000,4.5280000000,1.7460000000,3.0260000000,177082000,143723872,-.2863741500,9.3300000000,3.0000000000,6.5821214000,6.1850000000,1577938,801675,323971008,232202742
