StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
BSP,1295032,1445884,42.5242000000,,47.4780000000,,.0000000000,-2.0991000000,-2.0361800000,,30454,.0000000000,14238.0000000000,30454,,-204890,.0000000000,19147,.0000000000,170000,,.3480000000,.0000000000,-237298,-185844,.0000000000,.0020000000,.0020000000,.0020000000,.0020000000,0,0,647516032,135745223
BUY,40566800,39437880,14.0859440000,3.7000000000,13.6940000000,126.9100000000,-1.0773101000,-1.1021100000,-.1420500000,-.2699300000,2879949,.0030000000,-.5890000000,1364336,310755,-3102592,-.0030000000,1128958,.0010000000,0,,1.1010000000,.0100000000,1017991,1278147,6.4000000000,.0490000000,.0040000000,.0173064530,.0160652180,7117958,61786342,1096400000,718767592
BYE,166448000,168409680,7.7771240000,2.2222223000,7.8690000000,13.1750000000,.0031900000,.0853400000,.0144000010,.0012300000,21402256,.0280000000,-.4040000000,12486363,12782803,68348,.0000000000,16644701,.0160000000,21286488,28.7460000000,2.0100000000,.0720000000,13680071,-40176704,-.4181818400,.3600000000,.1050000000,.1677419400,.1901811700,940575,1399276,1040300032,717549023
CCJ,957400,95040,-1154.8854000000,.6666667000,-114.6440000000,,.0000000000,112.5452400000,-.0395800000,.0085300000,-829,.0000000000,-.9370000000,,,12483,.0000000000,862360,.0040000000,0,,102.1740000000,.0060000000,-108431,473688,.0000000000,.0050000000,.0040000000,.0040000000,.0040000000,0,0,239350000,47128017
CE1,15172291,12775177,-50.0563850000,.2500000000,-42.1480000000,-2.9250000000,.0000000000,14.7080000000,-.0426900000,-.0682300000,-303104,.0000000000,-.9520000000,48780,-4368043,-3915891,-.0020000000,3343622,.0020000000,946479,1.5390000000,5.7430000000,.0280000000,-2302486,-19613210,.4000001000,.0100000000,.0020000000,.0072580646,.0069782610,2582407,3533779,2170970112,1382848557
CEL,189397264,184328848,543.8418000000,10.7407400000,529.2880000000,-99.7070000000,.0000000000,-5.3222000000,-.0950100050,-.1580400000,348258,.0010000000,-.4200000000,,-1848714,-1735299,-.0040000000,3801292,.0060000000,0,,3.3500000000,.0270000000,-996995,-5850563,.7058823000,.3200000000,.0700000000,.2388709600,.2206884000,1105985,2478231,653094016,453465002
COE,530084736,639564288,6.7838690000,1.5046295000,8.1850000000,62.0450000000,-1.1009700000,-1.6371300000,-.0787000000,-.2192400000,78139000,.0480000000,-.0080000000,20022000,10308000,-86029000,-.0530000000,131583000,.0810000000,242487008,69.0680000000,2.3270000000,.2160000000,48062000,-39183624,-.4090909400,.5700000000,.2950000000,.3728125000,.3629136700,5509775,3295978,1631030016,1547526890
COI,59340904,54539004,,1.0416667000,,-11.4390000000,.0000000000,.0000000000,-.0829300000,-.1840900000,,,,,-4768000,-10395000,-.0140000000,4636000,.0060000000,0,,3.5000000000,.0720000000,-2313000,-19703000,-.5588235000,.1700000000,.0480000000,.0802903250,.0798949300,651060,629823,791212032,588941182
CRM,7145330,3452457,-343.6081000000,1.6521739000,-166.0230000000,-12.3190000000,.0000000000,23.3892800000,-.0642100000,-.0881200060,-20795,-.0010000000,-.4310000000,,-280255,-399560,-.0210000000,3719527,.1970000000,0,,17.9890000000,.2300000000,-379371,-77674,1.2352941000,.5000000000,.1700000000,.3800000000,.3662681000,98,815,18803500,1128644
CTP,101281880,147341440,1.5570809000,70.0000000000,2.2650000000,7.9270000000,.0831900000,.0418600000,.0103600000,,65046000,.0900000000,-.2540000000,31660000,18588000,5411000,.0070000000,25918000,.0360000000,71999000,4551.1380000000,1.2370000000,.0020000000,15727000,24651376,.0769231300,.1650000000,.0650000000,.1371774200,.1175471000,718780,602010,723441984,555804098
CUE,56547720,36707696,2.3644304000,1.3064517000,1.5350000000,3.3000000000,.0548999980,.1751499900,.0379400000,.0309000000,23916000,.0340000000,-.1890000000,10972000,11124000,1313000,.0020000000,19936000,.0290000000,96000,.2200000000,8.1560000000,.0620000000,7400000,6925125,-.4214285600,.2400000000,.0600000000,.1150000000,.1524818800,1944175,1284870,698120000,310747050
CVN,430479488,316588480,278.6275000000,1.8211921000,204.9120000000,-45.7650000000,-2.6776700000,-4.4899700000,-.0214900000,-.0207699980,1545000,.0010000000,.1030000000,-1393000,-6917667,-4137000,-.0030000000,114446000,.0730000000,830000,.3510000000,64.3810000000,.1510000000,-4667000,-42765168,-.1666666900,.3400000000,.1100000000,.3001613000,.2395289800,2309280,2254683,1565379968,1338546032
DOR,2957138,1354139,-44805.1200000000,.9807692000,-20517.2640000000,-2.2430000000,.0000000000,28167.6820000000,-.2353000000,-.5624400000,-66,.0000000000,,-95000,-603849,-2307389,-.0400000000,1603000,.0280000000,0,,2.5190000000,.0520000000,-590061,151060,.2749999800,.0620000000,.0200000000,.0465806420,.0405072460,46533,0,57983100,34997455
DYL,147431152,129423824,1909.7546000000,2.9336734000,1676.4960000000,46.9670000000,37.2396400000,34.2505100000,.0339800000,.0602600000,77199,.0000000000,-.5550000000,77199,2755656,2874863,.0120000000,12116972,.0490000000,635885,1.3270000000,19.4070000000,.1960000000,-2293948,-6703650,1.2115386000,.7900000000,.1050000000,.5830645000,.3694927400,804226,1019954,256402000,185712670
E2E,769888,7267898,.2841718500,,2.6830000000,2.2560000000,-1.8099300000,-1.3417300000,-.1773600000,-2.1998700000,2709234,.0040000000,-.5480000000,1228660,3220922,-4903518,-.0060000000,35854,.0000000000,6533863,,.9510000000,.0000000000,-1047385,-7835736,-.6666666000,.0030000000,.0010000000,.0010000000,.0010000000,0,0,769889024,718298677
EEG,110140288,89972208,21.8113650000,9.1891890000,17.8170000000,-49.5780000000,-2.4889700000,-1.8870000000,-.1202600000,-.9579200000,5049674,.0200000000,-.1300000000,1207822,-1814765,-11312262,-.0500000000,6874613,.0260000000,7328677,75.7250000000,.9740000000,.0370000000,-1786450,17105790,-.1392405000,.4700000000,.1300000000,.3538710000,.3455072300,218906,222701,323942016,185560574
EER,115235632,116493816,183788.8900000000,35.9999960000,185795.5600000000,-324.4630000000,.0000000000,-11142.0750000000,-.4447200000,-.8864000000,627,.0000000000,-.7700000000,627,-359036,-7141983,-.0020000000,807693,.0000000000,2065973,46.0510000000,30.9000000000,.0010000000,-549315,2179759,4.9999995000,.0390000000,.0020000000,.0360000000,.0253840570,0,0,3200989952,29225012
EME,37742944,20955908,-432.4451000000,.7258065000,-240.1050000000,-20.6450000000,.0000000000,11.9576500000,-.0124000000,-.0115300000,-87278,.0000000000,-.3940000000,9409,-1015070,-602440,-.0030000000,16944012,.0810000000,156924,.3020000000,61.8240000000,.2480000000,-347756,-675542,.6363637400,.2100000000,.0600000000,.1619354800,.1260507300,47399,69099,209683008,35080018
EMP,4071396,2535949,5849.7070000000,1.1153846000,3643.6060000000,-4.2130000000,.0000000000,-1032.7888000000,-.1155400000,-.5615000000,696,.0000000000,,,-601896,-1746864,-.0220000000,357018,.0040000000,0,,.5430000000,.0260000000,-584666,291057,-.1212121250,.0620000000,.0160000000,.0278709680,.0284347830,1178985,1234599,140392992,52298873
ENX,8092916,4668919,,,,232.7830000000,.0000000000,.0000000000,-.5505500000,-3.7211199000,,,,-18979,20057,-202987,-.0030000000,50138,.0010000000,130572,,.7390000000,-.0010000000,-75612,-251461,6.1249995000,.0900000000,.0050000000,.0590967760,.0510084370,929310,1078412,141980992,43033549
ERA,830560448,581797248,3.7426627000,3.4615386000,2.6220000000,-14.5280000000,-.0126300000,-.0256800000,-.0041600000,-.6059900000,221916992,.1380000000,-.0740000000,169987000,-40046500,-2803000,-.0020000000,251747008,.0680000000,2983000,1.2390000000,1.7990000000,.0650000000,-109987000,70045752,.3636362600,.3400000000,.1400000000,.2606451500,.1817210200,460945,634154,3691379968,345513467
EXR,133840088,110439592,3253.1255000000,11.0000010000,2684.3520000000,-57.3490000000,.0000000000,-46.8161740000,-.1208700000,-.1729800100,41142,.0000000000,,,-1925751,-1532337,-.0030000000,3298847,.0050000000,0,,20.1940000000,.0150000000,-807358,-3932228,7.6842110000,.2000000000,.0170000000,.1517742000,.1267318900,2670986,2746286,811152000,530613948
FAR,109767128,47221188,,.5238095500,,-2.0550000000,.0000000000,.0000000000,-.0758300050,-.1663900000,,,,,-22977284,-29523996,-.0040000000,63244336,.0060000000,698391,.3290000000,10.6670000000,.0210000000,-21180016,-213338704,-.7105263500,.0400000000,.0080000000,.0110000000,.0113260870,0,0,9978829824,7317775548
FDM,11847220,50488248,.3417138800,,1.4560000000,-.7420000000,-2.6001700000,-2.2980700000,-1.3981799000,-59.8393600000,34670000,.0330000000,3.6270000000,13195000,-68051000,-90148000,-.0860000000,1530000,.0010000000,40171000,,.1130000000,-.0320000000,16246000,-100932752,.0000000000,.0140000000,.0110000000,.0130000000,.0130000000,0,0,1077020032,1042105481
FPL,14025540,16096086,23.4973030000,1.0000000000,26.9660000000,-8.5060000000,.0000000000,-13.8512000000,-.3117100000,-.8835400000,596900,.0000000000,-.6370000000,123708,-1892221,-9158006,-.0050000000,1291081,.0000000000,3357373,50.2810000000,.1700000000,.0030000000,-976674,786022,-.4166666300,.0060000000,.0020000000,.0035322580,.0033152176,5682547,5780265,4675180032,2195983414
FZR,15545413,18421412,32.1186200000,3.8297875000,38.0610000000,-46.8740000000,.0000000000,-1.2747899000,-.0393000020,-.7344900000,484000,.0060000000,.8680000000,484000,-393000,-5830000,-.0670000000,624000,.0070000000,3500000,86.7630000000,3.9760000000,.0470000000,-529000,-297625,-.0526315570,.2400000000,.1050000000,.1737096800,.1553985500,12188,800,86363400,45691421
GAS,103819208,86939160,,7.5000005000,,-25.7420000000,.0000000000,.0000000000,-.1671200000,-.3087900000,,,,,-3377358,-3553330,-.0250000000,875048,.0060000000,0,,3.8330000000,.0800000000,-1215393,-6160623,.0000000000,1.1900000000,.3300000000,.5683871000,.5446377000,62113,137681,173032000,58577931
GEV,46437356,43333924,30.9610020000,5.0000000000,28.8920000000,-15.0510000000,-1.9212300000,-1.9212300000,-.1979700000,-.3240400000,1499866,.0040000000,.3490000000,560589,-2879215,-2881583,-.0080000000,3137571,.0080000000,64708,.7020000000,12.3030000000,.0240000000,-2482226,-1443131,-.2000000500,.1650000000,.0430000000,.0877096800,.0723840600,992406,3161430,386977984,255917960
GGE,3453740,2418339,2.1521606000,1.2857141000,1.5070000000,4.5040000000,.2022200100,.2113500100,.0694200000,.1233100000,1604778,.0040000000,-.5480000000,1035377,536981,324514,.0010000000,1035406,.0030000000,0,,8.7400000000,.0070000000,877481,736980,.4999998800,.0200000000,.0030000000,.0100483870,.0077500000,1538991,749513,383748992,125090817
GGX,5516000,10331756,1086.2544000000,,2034.6110000000,-23.7240000000,.0000000000,-391.1749000000,-2.3251500000,,5078,.0000000000,-.9920000000,,-435498,-1909330,-.0010000000,310994,.0000000000,5126762,,.4370000000,-.0080000000,-144522,422424,.3333333700,.0070000000,.0010000000,.0031290322,.0023297102,3130146,5403355,1379000064,518337387
GLL,186014416,153046624,1898.1063000000,9.5454550000,1561.7000000000,-8.9530000000,.0000000000,-175.1615600000,-.6066900000,-1.2183200000,98000,.0000000000,,98000,-17095038,-16889562,-.0670000000,18088918,.0670000000,121389,.6760000000,8.7970000000,.0660000000,-16785040,-11748330,.0499999520,.8200000000,.3100000000,.6564516000,.6473913000,233966,158777,295260992,175889411
GLV,10550751,3793606,72.8643000000,2.0000000000,26.1990000000,,.0000000000,-3.5419500000,-.1639200000,-.2485500000,144800,.0010000000,,,,-470295,-.0020000000,405140,.0010000000,0,,4.8940000000,.0070000000,-426089,987060,8.3333340000,.0250000000,.0010000000,.0123225800,.0130131160,6015856,12314141,753625024,233042406
GRV,58043104,46541620,,11.3333340000,,-117.3850000000,.0000000000,.0000000000,-.1027200000,-.2110400000,,,,,-396488,-494626,-.0050000000,89636,.0000000000,0,,2.3670000000,.0150000000,-305894,-213816,8.4444450000,.1900000000,.0110000000,.1224193600,.0724710150,1187644,2734216,341430016,151516314
HE8,247675200,243887072,2002.0952000000,8.0000000000,1971.4740000000,-81.0710000000,.0000000000,-70.9608800000,-.1630700000,-.2716300000,123708,.0000000000,,73930,-3008321,-8817519,-.0060000000,3048853,.0020000000,0,,7.9830000000,.0200000000,-4659581,-6797701,-.1578947300,.1900000000,.0790000000,.1498387200,.1493586900,686895,1216313,1547970048,1015307906
HPR,14549612,15256478,23.5800340000,1.4259259000,24.7260000000,-376.6850000000,-1.8368601000,-.4113600300,-.0114300000,-.1043999940,617031,.0030000000,-.7050000000,617031,-40502,-1133402,-.0060000000,1843070,.0100000000,2549905,24.9790000000,3.8050000000,.0540000000,-213206,22984,-.1444444700,.1100000000,.0530000000,.0755161300,.0678768100,55087,13795,188956000,120595753
HZN,91138600,89321688,1.0846605000,1.0937500000,1.0630000000,1.9500000000,-.6562200000,-.6211200000,-.1502100000,-.4919600000,84025000,.0640000000,-.4670000000,30641000,45801716,-55139000,-.0420000000,26722000,.0210000000,24800000,29.9320000000,1.6560000000,.0640000000,36731000,57508500,-.3913043700,.1200000000,.0420000000,.0674838700,.0605652200,1099333,1569544,1301980032,779964085
ICN,9561712,4137879,62.5210040000,1.0666667000,27.0560000000,-1.3510000000,.0000000000,-20.1082400000,-.1264500000,-.2900300000,152936,.0000000000,-.7910000000,,-3063270,-2949536,-.0050000000,5541122,.0090000000,117290,1.3490000000,1.6040000000,.0150000000,-2955770,-4101812,2.2000003000,.0250000000,.0050000000,.0175161290,.0183840580,325908,687416,597606976,319151985
IEC,3877240,-3490759,.1026539600,,-.0920000000,-1.6390000000,-.3116000000,.0127600000,.0139400010,,37770000,.0970000000,-.4200000000,8462000,2130000,-11601000,-.0300000000,322000,.0010000000,4156000,,.2490000000,-.0120000000,1961000,7598875,.4285713400,.0390000000,.0030000000,.0090322580,.0086775370,1124773,362024,387724000,149797179
IKW,20325000,15507207,.8844056000,.8960573000,.6750000000,7.1030000000,.0852300000,.0419000000,.0257700000,.1250800000,22981536,.5650000000,2.5030000000,1723730,2183266,1958789,.0480000000,3115011,.0770000000,496447,2.4250000000,4.2940000000,.5580000000,3110203,1065751,.6666666000,.8000000000,.0040000000,.4116969700,.4034714400,54858,2495,40650000,20415243
IPB,10900490,10081713,1070.6699000000,2.5333333000,990.2480000000,-22.1880000000,.0000000000,-45.9905700000,-.0699900000,-.1347599900,10181,.0000000000,,,-454374,-512819,-.0020000000,657272,.0020000000,0,,1.1360000000,.0150000000,-506102,-113248,.1515151300,.0560000000,.0080000000,.0390967730,.0273840580,625682,335076,286855008,141723515
IVZ,31784800,30827336,1981.9667000000,3.7222226000,1922.2630000000,-19.3220000000,.0000000000,-100.6332240000,-.1036100000,-.1929300000,16037,,-.6300000000,,-1595461,-1729212,-.0040000000,1497014,.0030000000,196741,2.1070000000,3.0350000000,.0180000000,-1608824,-1674517,1.6800001000,.0850000000,.0080000000,.0595806460,.0528840570,1990089,4693053,474400000,288811377
JKA,2304327,2270797,-2.9884138000,,-2.9450000000,,.0000000000,.4867300000,-.4640500000,-2.8020400000,-771087,-.0010000000,,,,-377415,.0000000000,511747,.0010000000,478217,,.9200000000,.0000000000,-451591,-240814,.0000000000,.0030000000,.0030000000,.0030000000,.0030000000,0,0,768108992,469145598
JPR,7975656,94794440,1.4156146000,,16.8250000000,119.3260000000,.0000000000,-5.4306600000,-.5011900000,,5634059,.0370000000,-.8350000000,2439630,794417,-42352148,-.2760000000,138980,.0010000000,86957776,,.0140000000,-.4420000000,-630672,3538913,4.2000003000,.3450000000,.0020000000,.0495806450,.0409057960,377868,1028824,153378000,50778753
KAR,556414272,126542696,139.7163200000,1.0623679000,31.7750000000,-1.1230000000,.0000000000,-28.4082300000,-.1363500000,-.2693000000,3982457,.0090000000,-.1290000000,-14855888,-112685048,-127828296,-.2870000000,431902944,.7800000000,2205188,.4210000000,12.3390000000,.9460000000,-99966424,-128907584,-.0607477430,1.1900000000,.3400000000,1.0606250000,.8747482000,3524308,2263579,553646016,509051341
KEY,7871720,7260193,10.2559520000,1.3333334000,9.4590000000,-66.3660000000,-.1901200000,-.1761400100,-.0143200000,-.0327600000,767527,.0000000000,6.1480000000,767527,-109396,-145922,.0000000000,642193,.0000000000,30674,.6150000000,1.1330000000,.0030000000,-1047166,87182,-.1999999300,.0100000000,.0020000000,.0046129030,.0048442030,5089945,5290258,1967929984,1020075544
KKO,81489600,80374872,28723.8630000000,11.5384620000,28330.9380000000,-55.6810000000,.0000000000,-508.9986000000,-.1149700000,-.2617800000,2837,.0000000000,-.7290000000,-582974,-1443499,-1874159,-.0050000000,1114767,.0020000000,0,,2.4460000000,.0130000000,-1695173,-1224935,6.5000005000,.1650000000,.0200000000,.1462903200,.1051884100,235360,54593,567832000,241839516
KPE,2242940,1431061,3782.3608000000,.1758793900,2413.2580000000,-.7740000000,.0000000000,-22033.1050000000,-.4184500000,-.6770500000,593,.0000000000,-.8210000000,1558,-1849663,-13025678,-1.0160000000,809086,.0630000000,0,,3.4570000000,.9950000000,-2755206,3882385,-.8600000000,1.2600000000,.1600000000,.1759677400,.5737319000,7572,866,12816800,4841535
LIO,6429462,5350868,7.5031740000,3.4444444000,6.2440000000,-18.1910000000,-1.2159900000,-1.0667500000,-.2053500000,-.4540100000,856899,.0040000000,,121145,-294143,-1041981,-.0050000000,1078587,.0050000000,0,,5.5350000000,.0090000000,-403845,-164653,.5499999500,.0920000000,.0140000000,.0292258080,.0191594210,869061,707775,207402000,35834881
LKO,33342902,54339132,2655.9585000000,,4328.4320000000,-1998.8650000000,.0000000000,-11.3227700000,-.0038900000,-.0382599980,12554,.0000000000,-.4660000000,12554,-27185,-619519,.0000000000,630791,.0000000000,4376427,26.7370000000,.2740000000,.0000000000,-885371,-6084628,.0000000000,.0015000000,.0015000000,.0015000000,.0015000000,0,0,33677099008,15009193463
LNG,24796682,31394108,-35.3733000000,1.3437500000,-44.7850000000,-1.0210000000,.0000000000,44.0313840000,-.4576699700,-.9498200400,-701000,-.0010000000,-.7580000000,-16941000,-30748500,-30518000,-.0530000000,7705000,.0130000000,14441000,78.9040000000,2.9250000000,.0320000000,-28563000,-14737000,-.7133333700,.1600000000,.0390000000,.0430000000,.0430000000,0,0,576667008,433112695
LRM,1573038,,,,,,,,,,,,,,,,,,,,,,,,,,.1550000000,.0450000000,.0645714300,.0498581570,928440,3540537,,
MAY,30119050,28483168,371.8217500000,3.2500000000,351.6270000000,-18.7580000000,.0000000000,-18.8970200000,-.1016399900,-.2584500000,81004,.0000000000,-.7830000000,,-1518451,-2157906,-.0010000000,1752263,.0010000000,116363,1.3150000000,1.2450000000,.0040000000,-2133832,-252580,.3000000700,.0150000000,.0030000000,.0121774200,.0112934780,2625494,2386612,2316849920,1386427053
MCM,23163000,37822220,1.3502187000,.2124646000,2.2050000000,-5.2170000000,-.7023000000,-.6049500000,-.0420100000,-.1055000050,17155000,.1220000000,-.4830000000,-1114000,-7250000,-12048000,-.0850000000,2678000,.0190000000,19965000,20.1780000000,.2450000000,.7060000000,-4937000,-6298875,-.6774193000,.4650000000,.0880000000,.1698387100,.1347681100,15933,15033,154420000,55188030
MEL,15388829,5257665,,1.4736843000,,-3.6310000000,.0000000000,.0000000000,-.0741600000,-.6687400300,,,,,-1447868,-7463046,-.0190000000,5679175,.0150000000,0,,24.8760000000,.0190000000,-1529710,-4798742,-.3777777600,.0460000000,.0200000000,.0278357420,.0275210720,1220991,3713370,549601024,242403344
MEY,28639942,19073426,1289.6228000000,5.1851850000,858.8540000000,-11.6620000000,.0000000000,-73.8534240000,-.3974500000,-.7491400000,22208,.0000000000,-1.0000000000,22208,-1635549,-1658605,-.0160000000,1062967,.0070000000,65238,1.6620000000,3.1910000000,.0270000000,-1452084,-828775,1.2950819000,.1900000000,.0250000000,.1435483800,.0987391300,1007083,570947,204571008,100655412
MHC,35809560,34835244,30168.1210000000,13.5000000000,29347.2990000000,-77.0690000000,.0000000000,-404.5105600000,-.1613999900,-.2932100000,1187,.0000000000,-.7790000000,,-452003,-530765,-.0010000000,974281,.0010000000,0,,15.4890000000,.0020000000,-401246,-847552,4.4000000000,.0520000000,.0030000000,.0268548400,.0318840600,4096239,2928356,1326279936,1010054064
MMR,2737804,2891341,1115.1951000000,.3333333400,1177.7360000000,-3.9690000000,.0000000000,-297.0032700000,-.0439400000,-.1348500000,2455,.0000000000,-.9900000000,2455,-728533,-1213285,-.0040000000,440274,.0010000000,593796,7.1400000000,.5810000000,.0120000000,-651428,-493540,.0000000000,.0040000000,.0040000000,.0040000000,.0040000000,0,0,684454976,482321697
